title,category,article
熱海土石流 不明女性の診察券発見,地域,静岡県警は6月3日2021年7月3日に発生した静岡県熱海市の土石流災害で行方不明となっている女性の病院診察券が撤去された土砂の中から見つかったと発表しました見つかったのは行方不明となっている太田和子さん名義の病院の診察券2枚です静岡県警によりますと6月3日に行った土石流災害の一斉捜索の中で旧市立小嵐中学校の敷地内に置かれた土砂のふるい現場の中で警察官が発見したということです2021年7月3日熱海市伊豆山地区で起きた土石流災害ではこれまでに27人が死亡災害関連死を含むし現在も太田和子さんの行方が分かっていません静岡県警では発生から11か月となる6月3日およそ100人態勢で被災現場周辺などで捜索活動を行いました
侵攻開始から100日 消耗戦の様相,国際,AFP時事ロシアが2月24日にウクライナに侵攻してから3日で100日となった開戦初期の段階で首都キーウの掌握や政権打倒を狙ったロシア軍は作戦の縮小を迫られ東部ドンバスDonbas地方の制圧を目指している写真新しくつくられた無数の墓 侵攻開始から100日ウクライナの今
政府 GoToトラベル来月再開検討,国内, 政府は新型コロナウイルスの感染状況改善を受け観光支援事業Go To トラベルを近く再開する方向で調整に入った図解都道府県別新規感染者数人口10万人当たり 複数の関係者が3日明らかにした7月の再開を軸に検討しているが月内への前倒しを探る動きもある感染拡大に柔軟に対応できるよう仕組みを変更しイメージ刷新へ名称を変える案も検討されている 政府は感染状況を見極め来週中にも判断する方針決定すれば岸田文雄首相が国民向けに説明する見通しだ首相としては参院選へ経済社会活動の再開をアピールする狙いもありそうだ 
EXILE・ATSUSHI 養護施設に愛を,エンタメ,いまの日本の子どもたちの現状を知ってできることをやっていきたいそう語るのは国民的なボーカリストとして活躍中のEXILE ATSUSHI2019年から児童養護施設への支援活動を続けている児童養護施設には虐待や親から子育てを放棄された子どもたちが暮らす親が子どもに危害を与える事件が後を絶たないなか厚生労働省によると2020年度児童相談所が虐待の相談で対応した件数は全国で20万件を超え過去最多となった施設への訪問を続ける中でATSUSHIは何を感じているのか
相葉 嵐休止で自分について考えた,エンタメ,自分が持っている力をすべて吐き出してやり切りたい12年ぶりの舞台への意気込みを語る相葉雅紀信頼を寄せる演出家とのタッグで新境地に挑む――
ATSUSHI 児童養護施設に届ける愛,エンタメ,いまの日本の子どもたちの現状を知ってできることをやっていきたいそう語るのは国民的なボーカリストとして活躍中のEXILE ATSUSHI2019年から児童養護施設への支援活動を続けている児童養護施設には虐待や親から子育てを放棄された子どもたちが暮らす親が子どもに危害を与える事件が後を絶たないなか厚生労働省によると2020年度児童相談所が虐待の相談で対応した件数は全国で20万件を超え過去最多となった施設への訪問を続ける中でATSUSHIは何を感じているのか
自民の参院選コピー 角栄氏と同じ,国内, 自民党は参院選に向けた新たな政治活動用ポスターを発表したキャッチコピーの決断と実行は半世紀前の1972年12月の衆院選で自民が使用したものと同じだ当時の党総裁首相は今太閤庶民宰相と親しまれた田中角栄氏党職員は偶然だこんなことがあるのかと驚き意図的なリバイバルを否定している田中角栄氏が党総裁だった当時のポスター 自民の河野太郎広報本部長はポスターを発表した1日の記者会見でウクライナ問題や物価高などの課題に確かな決断と揺るぎない実行が求められていると説明した一方72年に使われたポスターはコンピューター付きブルドーザーとも称された田中氏の決断力を前面に出していた 田中氏は有権者と直接ふれ合うドブ板選挙を徹底して選挙の神様と呼ばれただが日中国交正常化などの実績を掲げこのポスターで臨んだ72年の衆院選では社会党当時や共産党の躍進を許し自民は議席を減らしている小田中大
湖池屋 ポテチをまた値上げへ,経済,カラムーチョがまた値上げ湖池屋はカラムーチョチップス ホットチリ味すっぱムーチョチップス さっぱり梅などを9月1日から値上げすると発表したまたKOIKEYA PRIDE POTATOシリーズなどは9月19日から内容量を減らし実質値上げとなる原材料価格の高騰やエネルギー価格の上昇が要因だという
長嶋茂雄氏、朗希くんがNo.1です,スポーツ,日本生命セパ交流戦巨人ロッテ3日東京ドームミスターと令和の怪物が夢の対面を果たした別カット巨人長嶋終身名誉監督の話を聞くロッテ佐々木朗希巨人と公式戦で初めて対戦するロッテ先発の佐々木朗希投手20と巨人の長嶋茂雄終身名誉監督86が試合前に東京ドームで対面2人は笑顔で記念撮影長嶋終身名誉監督が何センチと佐々木朗の身長を質問192センチと知ると大きいねと驚く場面もあった長嶋終身名誉監督は佐々木朗について身長が高くて良い体格をしていましたほれぼれするストレートとフォークボールを投げてそれでいてコントロールも素晴らしい最高の投手です私が見てきた約80年の中で杉下茂さん金田正一さん佐々木主浩さんの3人がNO1でしたが今は佐々木朗希くんがNO1ですキャッチャーの松川君も素晴らしいキャッチャーですねこれからの成長が楽しみですと絶賛のコメントを並べた
テスラ 10%人員削減・採用停止か,経済,サンフランシスコ 2日 ロイター      米電気自動車EVメーカーテスラのイーロンマスク最高経営責任者CEOは経済について超悪い印象を持っており10程度の人員削減が必要との見解を示した2日に幹部に送った世界的に採用全面停止と題した電子メールで明らかになった動画出社しなければ退職テスラCEOが従業員に2択迫る現時点でテスラのコメントは得られていないマスク氏は5月31日夜に従業員に向けて送ったメールではオフィス復帰を強く求め従わない者は辞職したものとみなすと述べていた証券取引委員会SECへの年次報告書によるとテスラ本社と子会社の従業員数は2021年末時点でおよそ10万人人員削減や採用凍結に関するマスク氏の電子メールが送付される前には東京のほかベルリンに新設したギガファクトリーパロアルトの拠点でリンクトインに約5000件の求人広告が掲載されていたリセッション景気後退リスクへの懸念が高まってはいるもののテスラ車や他社のEVへの需要はなお底堅さを維持しているただテスラはロックダウン都市封鎖の影響で上海工場の停止を余儀なくされ現在は生産再開に取り組んでいる企業幹部はこのところ経済に関する暗い認識を相次いで示しているゴールドマンサックスのジョンウォルドロン社長兼最高執行責任者COOは現在の経済的混乱は自身のキャリアの中で最も困難なものの一つと表明JPモルガンチェースのジェイミーダイモン最高経営責任者CEOは米経済が直面している課題を迫りくるハリケーンと呼んだINGのマクロ経済リサーチ担当グローバルヘッドカーステンブレゼスキ氏はマスク氏の言う悪い印象は多くの人に共有されているが世界的な景気後退について話をしているわけではない世界経済は年末に向けて冷え込むだろう米経済は冷え込む見通しだ中国と欧州は回復しないだろうと述べたマスク氏は最近繰り返し景気後退のリスクに言及している5月中旬にマイアミビーチで行われた会議にオンラインで参加した際にはわれわれは恐らく景気後退に入っているこの景気後退は悪化するだろうと発言恐らく1年か1年半か厳しい状況が続くだろう調整が起きるには通常1年から1年半かかると述べた5月下旬にツイッターのユーザーから景気後退が近づているかと質問された際にはイエスただこれは実は良いことだあまりにも長い間愚かな人間にふんだんに金が与えられてきたある程度の破綻が起きる必要があると答えた2日には景気後退は必要不可欠な経済的浄化作用を果たすとツイッターに投稿している
プーチン氏4月にがん治療 米分析,国際, ワシントン蒔田一彦米誌ニューズウィーク電子版は2日米情報当局の分析としてロシアのプーチン大統領が4月進行したがんの治療を受けたとみられると報じた情報当局が5月末にまとめた機密の報告書の内容について複数の情報機関高官が明らかにしたという写真プーチン氏は病気を隠している右手でテーブル端を握って離さず
「桜」酒提供は関係者説明を 首相,国内,国会では参議院予算委員会の集中審議が行われていて野党側は政府の物価高騰対策などを追及しています野党側は岸田総理が掲げる個人の金融資産を貯蓄から投資にシフトさせる資産所得倍増プランについて国民の多くは投資したくてもできないなどと岸田総理を追及しました立憲民主党 白眞勲参院議員貯蓄のない世帯資産所得倍増プランの恩恵を受けられないわけで結局は投資する余力のある金持ちだけが恩恵を受けることになって我が国の格差社会がさらに広がるんじゃないんでしょうか岸田総理これはぜひ中間層の皆さんにしっかりとここのお金を動かしていただこうということで取り組んでいるのはNISAであったりiDeCoであったりこうした制度でありますそして経済を回していただくこうした道筋に繋がるということを目指して申し上げている岸田総理は一部の国民の利益にだけに繋がるようなことがあってはならないと強調した上で今回のプランの趣旨について中間層のみなさんがしっかりお金を動かし経済を回していくことに繋げることだとの考えを示しましたまた安倍元総理の後援会が開いた桜を見る会の前夜祭にサントリーホールディングスが酒を無償で提供していたことについても質問が及びましたが岸田総理は報道等は承知しているがまずは関係者が説明責任を果たすべきと述べるにとどめました
「骨太の方針」修正 安倍氏配慮か,国内, 政府は経済財政運営と改革の基本方針骨太の方針の原案を修正して防衛力の抜本的な強化について5年以内にと時期を明記したことが3日わかったまた北大西洋条約機構NATO加盟国が国内総生産GDP比2以上の国防費を目指しているという記載については脚注での紹介から本文中に明記した写真新しい資本主義実現会議であいさつする岸田首相5月31日
日大 新理事長候補に林氏を承認,地域,日本大学の新しい理事長に作家の林真理子さん68が就任することになった日大がきょう午後理事会を開き人事案を承認した来月1日付けで就任する見通し日本大学をめぐっては付属病院をめぐる背任事件が発覚しその捜査の過程で田中英寿前理事長が東京地検特捜部に逮捕起訴され有罪が確定した”日大のドン”と呼ばれた田中前理事長のもと長年恣意的な人事が横行し相次ぐ不祥事の土壌となったとされる今回の人事刷新に当たり白羽の矢が立った林真理子さんは日大芸術学部出身の直木賞作家2018年には学問や芸術などで功績を残した人に贈られる紫綬褒章を受章している田中氏の後任を選ぶ理事長選考委員会はおととい林さんについて適任と判断していた理事会で承認されたことを受けて林さんはきょう午後6時過ぎに末松文科大臣を訪問する予定また後任の学長には酒井健夫元総長78が就任することが決まった日大は来月理事長や学長などを一新した新体制を発足させる方針だ
厚労省にも不審物 外務省と関連か,国内,速報です東京霞が関の厚生労働省にもきょう午前に外務省に届いた不審物が入った封筒と同じようなものが届いたことが分かりましたさきほど厚生労働省から不審物が入った封筒が届けられたと警視庁に連絡がありました外務省にはきょう午前9時半頃すべての職員のみなさま方へと宛名が書かれた白い封筒が届けられ当初火薬反応が出たため爆発物処理班が出動する騒ぎとなりましたこの封筒の中にはスポンジで包まれ銀色のテープで巻かれた赤い発煙筒のようなものが入っていましたが爆発物は確認されませんでした厚労省に届けられた封筒も外務省に届いたものと同じようなものだったということで警視庁が詳しく確認しています
新庄氏 甲子園ノーパフォーマンス,スポーツ, 交流戦 日本ハム―阪神2022年6月3日 甲子園 日本ハムの新庄監督が3日午後6時プレーボールの交流戦阪神戦を前に甲子園球場のグラウンドに姿を見せた写真神日背番1が甲子園に映える球場を見渡す新庄監督 ニット帽赤のマスク大きなサングラスを頭に付けアンダーシャツはかつてプレーした阪神をイメージさせる黄色と黒の“虎柄”のようなデザインだったド派手なスタイルながらこれは普段どおりの格好で思い出深い聖地でもオレ流を貫いた形だ 試合中のパフォーマンスについてはやらないやらない期待されすぎてるねと黒子に徹することを宣言した 一方で試合開始直前の阪神矢野監督とのメンバー表交換を終えると新庄監督はマウンド方向に何歩か歩き出し阪神ファンが多く陣取る外野スタンドに向けて帽子を取って一礼この光景には敵味方関係なく大きな拍手が送られていた
東京2111人感染 先週から519人減,地域,東京都で3日新たに2111人が新型コロナウイルスに感染していることが確認された先週の金曜日2630人より519人減り21日連続で前の週の同じ曜日を下回った検査を行わずに感染を確認するみなし陽性は1人亡くなった人は4人だった年代別にみると10歳未満が285人10代が212人20代が456人30代が382人40代が344人50代が190人65歳以上が184人だった年代別では20代が最も多くなったオミクロン株の特性を踏まえた指標による重症者は速報値で15人で重症病床使用率は32となっている
居眠り議員要らない 市長との確執,地域, 広島県安芸高田市で政治の見える化を掲げる石丸伸二市長39と市議会の対立が深刻になっている石丸市長は3日市議会定数を半減するための条例案提出を議会側に伝えた石丸市長の政治手法を巡っては議会側は市長の目玉人事を否決するなどして反発両者の確執は1年半以上続いている中国山地の人口2万7000人都市で何が起きているのか山本啓二落合宏美写真安芸高田市議会で副市長の定数削減の改正条例案に賛成して起立する議員たち3月7日
ニュース女子訴訟 高裁も賠償命令,地域, 東京メトロポリタンテレビジョンTOKYO MXが放送したバラエティー情報番組ニュース女子で名誉を傷つけられたとして市民団体共同代表の辛淑玉シンスゴさんが制作会社のDHCテレビジョンなどに1100万円の損害賠償を求めた訴訟の控訴審判決で東京高裁渡部勇次裁判長は3日制作会社に対して550万円の支払いとウェブサイトへの謝罪文の掲載を命じた1審東京地裁判決2021年9月を支持し同社側の控訴を棄却したヘイト問題でDHCが提出した謝罪文 判決によると番組は17年1月に放送され沖縄県の米軍ヘリコプター離着陸帯ヘリパッド建設反対運動の参加者をテロリストなどと表現出演者が市民団体が反対運動の参加者に日当5万円を支払っているという趣旨の発言をした今回高裁は5万円の支給対象が16人にとどまり反対運動の現状発信を依頼したものだとし原告が参加者を組織的に雇って反対運動を扇動しているとは認められないと指摘テロリストなどの表現について重要な部分の真実性が証明されているとは認めがたいと述べた また辛さんは訴訟で番組司会の長谷川幸洋元東京新聞論説副主幹にも賠償を求めていたが高裁は1審に続き企画編集に関与していないとして賠償責任を否定した 辛さんは判決後の記者会見で2審でも負けなくてよかったと話した一方DHCテレビジョンの山田晃社長は取材に不当な判決上告に向けて準備を進めたいと話した この番組を巡っては放送倫理番組向上機構BPOの放送人権委員会が18年3月辛さんへの人権侵害を認定TOKYO MXが同年7月に謝罪していた遠藤浩二
2日に降ったひょう 群馬90人けが,地域,2日群馬県内でヒョウが降り帰宅中の中学生や高校生が90人以上ケガをしていたことがわかりました動画各地で落雷やひょう水道管“破損”で道路冠水も群馬県によりますと2日夕方群馬県の藤岡市や高崎市などでヒョウが降ったことを受け群馬県が調査したところ下校途中の中学生や高校生合わせて91人がヒョウが頭や体に当たるなどしてケガをしていたことがわかりました91人はいずれも軽傷でしたがこのうち少なくとも中学生6人は病院で治療を受けたということです群馬県はヒョウが降ったりした時は安全な建物に避難するようにと呼びかけています
大谷77年ぶり快挙 チームは8連敗,スポーツ,MLBヤンキース21エンゼルス6月2日日本時間3日ニューヨーク エンゼルスの大谷翔平投手が2番DHで先発出場し3打数無安打1四球に終わったダブルヘッダー1試合目に投手として先発さらに打者としてもフル出場する投打二刀流だったが2試合目にも疲労の色を見せずにフル出場第1打席にはあと少しでホームランという大きな当たりを放ったがあと数メートル足りずセンターフライその後の3打席も快音は響かなかったチームは8回に先制したもののすぐ裏に逆転を許し泥沼の8連敗となった動画大谷翔平に向かって投げ込まれるエグい160キロシンカー 大谷は1試合目投手として先発したものの4回途中まで自己ワーストタイの3本塁打を含め8安打を浴び4失点高めに甘く入ったところを痛打されると変化球の制球も定まらなかった打者としてはヒットを1本放ったものの直後に一塁で牽制死投打ともに冴えない試合となっていた 続く2試合目は体調も考慮してスタメンを外れるかと思われたが元気にスタメン出場ダブルヘッダーで1試合目に投手2試合目に打者として先発出場するのは77年ぶりという記録も達成した第1打席から大きな飛球を飛ばしたものの第2打席は空振り三振第3打席はセカンドゴロ第4打席は四球で歩いた 大谷個人としてはダブルヘッダーで投手として1敗打者としては8打数1安打チームも競り負け苦しい8連敗大谷だけでなく開幕から好調だったトラウトウォードといった主力打者の当たりも止まっており早い時期での復調が待たれるところだABEMASPORTSチャンネル
関東 帰宅時間帯ゲリラ豪雨の恐れ,国内,関東では今雨が止んでいる所でも油断できません3日金曜夜も局地的に雨雲や雷雲が発達するでしょうザッと激しい雨が降るおそれがありますのでお帰りの時間帯も天気の急変にご注意ください
「うたプリ」鈴木達央の起用継続,エンタメ, 歌手のLiSA34の夫で声優の鈴木達央38がアニメうたの☆プリンスさまっ♪黒崎蘭丸役を続行することがわかったうたプリ公式サイトが3日に発表した写真第62回日本レコード大賞で大賞を受賞し涙を浮かべながら炎を熱唱するLiSA 公式サイトにはうたの☆プリンスさまっ♪シリーズにて黒崎蘭丸役を演じて頂いております鈴木達央氏につきまして関係各所と慎重な議論を重ねた結果引き続き鈴木達央氏の起用継続を判断いたしましたとつづられている この発表にファンからは蘭丸先輩が何も変わらなく続いてくれる事がすごく嬉しい黒崎さんの声はたっつんしかいないと思っていたので嬉しい安心しましたと喜びの声が相次いだ 鈴木は昨年7月週刊誌でファンの20代女性との不倫が報じられ同8月4日に体調不良のため活動休止を発表同30日には事務所が体調回復を報告し鈴木直筆の謝罪文を掲載徐々に活動を再開させていた今年5月31日には鈴木がボーカルを務める音楽ユニットOLDCODEXが解散した
値上げしない シャトレーゼの挑戦,経済,連日お伝えしている値上げのニュースですが6月は食品だけで1500以上の商品が値上げされます価格上昇の風はこれまでにないレベルでまさに値上げの嵐となっています長くデフレが続いた日本では値上げをすると消費が冷え込むことが多かったのですがここにきてこの値上げの嵐に打ち勝つような光も見え始めています吹き荒れる値上げの嵐の中まず訪れたのはその嵐に立ち向かう菓子の製造販売を手掛ける企業シャトレーゼですシャトレーゼの店舗にやって来ると看板には値上げしないことへの挑戦と書いてありましたシャトレーゼの主力商品はケーキやパンなど小麦粉や砂糖などの原材料の価格は高騰していますが来年3月まで値上げをしない方針を打ち出していましたライバル各社が値上げする中なぜ価格維持なのでしょうかお客様の立場を考えると給与が上がらない皆さんの立場に立って考えないとというのがわれわれの考え方自分たちが何の努力もしないでお客様に負担させるのは私は非常にけしからんと思うシャトレーゼの齊藤寛会長そこでシャトレーゼが取ったのは徹底的なコスト削減です例えばプリンなどを工場に運ぶための小さなコンテナ以前は1つ8円する使い捨てのプラスチック製の仕切りで商品を支えていましたがコンテナそのものの形を改善し仕切りは不要にこれで年間およそ1000万円のコストを削減できるといいますまたアイスは包装紙の質感や印刷に使うインク量を減らし年間50万円を削減の見込みさらに会長室もクーラーをほとんど止めて節約節電に努めます一つひとつは少額でも合わせて年間2億円を超える削減が見込めるといいます価格据え置きは続けられるのでしょうかできるところまでやろうと思うできるだけそういうもの食品などを抑えて豊かな気分で高額なものがどんどん買えるような余裕を与えたい齊藤会長一方不安定な世界情勢原材料物流費の高騰円安などが重なり多くの企業にとって商品の値上げは避けられない状況です帝国データバンクが主要な食品会社を対象に行った調査では6月に値上げされる食品は今年に入り最も多いおよそ1500品目来月以降もこの傾向は続き年内には合計1万品目を超える見通しです今週おいお茶など主力商品を秋に20円程度引き上げることを発表した伊藤園本庄大介社長は会見で私もいち消費者として考えればつらいなというのは当然ある間違いなく売り上げは少し落ちるが販促などで下支えしていくと難しい決断だったことをにじませました
体育大会練習で熱中症か 22人搬送,地域,兵庫県尼崎市の市立中学校で体育大会の練習中だった生徒たちが熱中症とみられる症状を訴え22人が病院に搬送されました
井上尚弥 ドネア再戦は「通過点」,スポーツ, ボクシングのWBAスーパーIBF世界バンタム級統一王者井上尚弥大橋が6月7日にさいたまスーパーアリーナでWBC同級王者ノニトドネアフィリピンと3団体王座統一戦Amazon プライムビデオで独占生配信を行う3日は神奈川横浜市内のホテルで両者が会見ついに対面を果たし意気込みを語った戦績は29歳の井上が22勝19KO39歳のドネアが42勝28KO6敗画像井上尚弥は決戦ボディほぼ完成 バンタムのボディやないヤバすぎるとファンも興奮した実際の写真 会見は緊張感が漂った壇上に上がった井上は先に着席していたドネアと軽く会釈マイクを握り2年7か月ぶりに再戦が決まり非常にワクワクしている目の前に3本のベルトが並ぶとよりモチベーションが高まるとコメント一度手を合わせているどんな戦いになるのか自分もファンもみんな楽しみな日になる自分はそう思いますとしこう続けたここまで来たらやるべきことは試合に向けてイメージをより高めて気持ちを上げていくことやることは少ないイメージをより高くして当日を迎えたい4団体統一に向けて大事な試合その目標に向けて通過点にしかすぎない一戦だと思う 井上の隣に座ったドネアは今は感謝の気持ちでいっぱい再戦が決まりその日を迎える井上が受けてくれたこと温かく迎えてくれたこと全てに感謝します自信に満ち溢れていますと心境を吐露落ち着いた表情で今まさに大変モチベーションが高い状態あと4日間同じ気持ちでいる瞑想する時に私が統一王者チャンピオンだと念じているその気持ちで試合を迎えたいと語りこう続けた今はモチベーションが高くたくさんの想いがあるけどこれこそが私のキャリア最大の一戦になるこれに勝ってまだ達成していない4団体統一王者に近づける意味合いは大きい試合 2019年11月7日のワールドボクシングスーパーシリーズWBSS決勝以来の再戦当時は井上が判定勝ちし多くの海外メディアから年間最高試合に選ばれた井上は昨年6月に米ラスベガスで防衛戦を行い視察に訪れていたドネアと対面固い握手を交わすなどリスペクトし合う両者の関係性が話題を集めていた 試合はAmazon プライムビデオにてPrime Video presents Live Boxingの第2弾として独占ライブ配信される日本のプライム会員は追加料金なしで視聴可能第1弾では4月9日のWBA世界ミドル級スーパー王者村田諒太帝拳とIBF王者ゲンナジーゴロフキンカザフスタンの王座統一戦が独占生配信され大きな反響を集めた
こじるり「イジられ」で再出発?,エンタメ, 過去の人気ぶりがうそのようだ3月タレントの小島瑠璃子28が4年にわたってナビゲーターを務めてきた科学番組サイエンスZERONHKを3月で卒業さらにさまぁず三村マサカズと小島瑠璃子のみむこじラジオニッポン放送も打ち切りとなり立て続けにレギュラー番組が減ってしまったのだ写真こじるりが自分の色気に照れつっこみを入れた週刊朝日の表紙
21年生まれ最少81万人 出生率1.3,国内, 厚生労働省が3日に発表した2021年の人口動態統計によると1人の女性が生涯に産む子どもの数に相当する合計特殊出生率は130だった前年を003ポイント下回り6年連続の低下となった下落幅は縮まらず新型コロナウイルスの感染長期化が影響した可能性がある出生数は81万1604人で前年より2万9231人減少し過去最少を更新した合計特殊出生率が高い県は 出生率は05年に過去最低の126まで落ち込んだが団塊ジュニア世代197174年生まれが出産適齢期に入ったことなどを背景に緩やかに回復15年に145まで持ち直したが16年から未婚化や晩婚化に加え待機児童が増加し育児と仕事の両立の難しさが社会問題化するなどして再び低下基調となった新型コロナの影響による産み控えがあったとの指摘もあり下落幅は引き続き003ポイントのままだった 女性の年齢別では4044歳で出生率の伸びが一番高く00031ポイント上がった出生数もこの年代だけ増え前年比で617人増の4万8516人ただ2034歳ではいずれも出生率は下がり出生数も計56万2756人で前年から2万5235人減少した3034歳での出産が最も多く29万2435人だったが出生率は00058ポイント下がった 死亡数は前年比6万7054人増の143万9809人で2年ぶりに戦後最多を更新した11年ぶりに減少した20年は新型コロナの感染予防意識の広がりでインフルエンザや呼吸器系疾患が減少したとみられていたが再び増加に転じた死因別ではがん心疾患老衰の順で多かった 死亡数から出生数を引いた自然減は62万8205人で減少は15年連続減少幅は前年から9万6285人増えた 婚姻件数は前年より2万4391組減り50万1116組で戦後最少を記録した離婚件数は前年から8867組減の18万4386組だった小鍜冶孝志
ひき逃げ疑い 警官を書類送検,地域, 兵庫県姫路市の市道で3月警察車両を運転中に自転車の高齢女性に衝突し重傷を負わせて逃げたとして県警は3日道交法違反ひき逃げ事故不申告と自動車運転処罰法違反過失傷害の疑いで姫路署の男性巡査長29を書類送検した捜査関係者への取材で分かった兵庫県警察学校47人を謹慎処分 昨年7月
立憲 内閣不信任案を9日に提出へ,国内, 立憲民主党は3日ウクライナ情勢を受けた政府の物価高騰対策が不十分などとして岸田文雄内閣に対する不信任決議案を9日に衆院に提出する方針を固めた党関係者が明らかにした他の野党との共同提出を模索する写真政治家の失言問題発言を振り返る 15日の会期末を前に立憲は政府の物価経済対策のほか北海道知床沖の観光船沈没事故に関し指導監督が不十分だと指摘される国土交通省の責任などに焦点を当て追及泉健太代表は経済運営国民生活を任せられないなどと批判を強めていた 立憲は週刊文春がセクハラ疑惑を報じた細田博之衆院議長への不信任案も7日に提出する方針馬淵澄夫国対委員長は3日国会内で記者団に議長不信任案提出の準備に入ると述べたこれに先立ち立憲共産社民の3党は東京都内の議長公邸で細田氏と面会し事実関係の説明と自らの責任の明確化を求める申し入れ書を手渡した細田氏は国会閉会後に訴訟で事実を明らかにしていくなどと語ったという 一方公明党の石井啓一幹事長は3日の記者会見で不確定な事実を基にして不信任案を提出するのは適切でないと立憲を批判賛成することはあり得ないと述べた宮原健太東久保逸夫
失格の松山英樹「自分のせい」,スポーツ,米国男子ザメモリアルトーナメント 初日2日ミュアフィールドビレッジGCオハイオ州7543ydパー72画像競技委員と話し合う松山英樹使用クラブの規則違反で失格となった松山英樹はルールの知識不足認識不足だった自分のせいと反省した違反の原因は今大会前に新調した3Wの黒いフェース面に白色のペンで塗られた線ゴルフ規則4a3は性能特性を意図的に変えたクラブでストロークをしてはならないと定めており競技委員はフェース面の溝から大きくはみ出した線がクラブの性能に影響を与える可能性があるとしてラウンド中にこの3Wを確認した
亡くした父と同じ年に 火砕流31年,地域, 死者行方不明者43人を出した長崎県雲仙普賢岳の大火砕流から31年となった3日被災地の同県島原市では朝から市民らが犠牲者を追悼した大火砕流が発生した午後4時8分には市全域で追悼のサイレンが鳴らされるあの日火砕流で燃え上がる民家 同市平成町の消防殉職者慰霊碑前では警戒中だった団員12人を亡くした市消防団などが献花した本田庄一郎団長62は遺族の悲しみは続いている災害を忘れないでほしい若い団員にも少しずつ災害について教え経験を積ませていきたいと語った当時島原市長として陣頭指揮を執った鐘ケ江管一さん91は亡くなられた方を思うと悔しくてたまらないと話した 噴火で家を失った被災者らが集団移転した仁田団地同市仁田町の雲仙普賢岳噴火災害犠牲者追悼之碑前では午前8時半古川隆三郎市長ら約60人が献花犠牲になった消防団員の大町安男さん当時37歳の次男亮介さん37は長女7と次女2と共に訪れ子供の成長を見守ってくださいと祈った亮介さんは娘たちにはおじいちゃんは市民のために亡くなったんだよと伝えている自分も当時の父と同じ年になり自分なら娘を置いて行くのは嫌だと思う父も同じ気持ちだったろうと悼んだ 報道陣の当時の取材拠点で2021年3月に一帯が災害遺構として整備された定点でも住民や報道関係者らが犠牲者の冥福を祈った長岡健太郎松本美緒久保田修寿
銃規制 米大統領「上院は行動を」,国際, ワシントン時事バイデン米大統領は2日ホワイトハウスで演説し米国で相次いだ銃乱射事件についてどれほど罪のない国民の命が奪われなければならないのかもうたくさんだと憤りをあらわにした写真全米ライフル協会NRAの年次総会会場周辺で銃規制を訴える人たち その上で一向に規制強化法案を可決しない議会上院に対し行動せよと強く迫った 米国では武器所持の権利が憲法で認められていることから保守派を中心に銃規制に反対の声が根強いバイデン氏は疾病対策センターCDCの調査で子どもの死因トップが銃だったことに触れ規制強化について誰かの権利を奪うためでなく子どもや家族地域社会を守るためのものだと強調した さらに必要な対策として大容量弾倉の銃の禁止や銃購入年齢の引き上げのほか自身や他者への脅威となる兆候を見せた人物から一時的に銃を押収するレッドフラッグ法制定などを列挙これに先立ちペロシ下院議長は声明で半自動小銃の購入年齢を18歳から21歳に引き上げる新たな規制強化法案を来週採決に付すと表明した 
都民割が10日から再開 25万泊分,地域,都内を旅行する東京都民を対象とした観光振興策もっとTokyoが今月10日から再開されることが分かったもっとTokyo都民割は都民を対象とした観光振興キャンペーン都内で1泊6000円以上の宿泊を伴う旅行をした場合1人に1泊当たり5000円が補助されるまた都内の日帰り旅行では1回3000円以上で補助額は1人1回2500円となる1回の旅行の連泊の上限は1人5泊まで利用回数に制限はないというまた子どもについてはこれらの補助に加えて宿泊日帰りともに1人1000円上乗せされるという関係者によると都民割を利用できるのはワクチン接種を3回受けた人や陰性証明を持っている人に限られるという期間は今月10日から来月31日まで8月1日チェックアウト含む販売開始は10日正午以降でおよそ25万泊の各事業者への配分枠がなくなり次第キャンペーンは終了するという8月以降も補助を続けるかは新型コロナの感染状況や国のGO TO トラベルの実施状況などを見ながら検討する見通しだ
